"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"NGF",1,1.5,1,1,1,1.5,0.5,1.5,0.5,1,1,0.5,1.5,1,1,0.5,1.5,1.5,1,1,0.5,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,1,0.5,2,1,1,1,1.5,1.5,2,1.5,0.5,1,1,2.5,0.5,1
"NGFR",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,2,2.5,2,1,1,1,2,1,1
"NGLY1",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"NGRN",1.5,1.5,2,1,2,1,1,1,1,1.5,0.5,1,2,2,1,1,2,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1.5,1.5,1,1.5,0.5,1,1,2,1,1,1,1,1.5,2.5,1.5,1,1,1,1.5,1,2
"NHEJ1",1,1.5,2,1,2.5,1,0.5,1.5,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,0.5,1,1,1,1,1,1.5,1.5,2,0.5,1.5,1,1,1,1.5,1,1.5,1,1.5,1,2.5,1.5,0.5,1,1,2,0.5,1.5
"NHLH1",2,1.5,2,1,3.5,1.5,1,1.5,2,1,1,1.5,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,3,1.5,1,1,3,3.5,2,1,2,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"NHLH2",1,1.5,1,1,1,1.5,0.5,1.5,0.5,1,1,0.5,1.5,1,1,0.5,1.5,1.5,1,1,0.5,1,2,1,1,1,0.5,1,1,1,1,2,1,1,1,1,0.5,2,1,1,1,1.5,1.5,2,1.5,0.5,1,1,2.5,0.5,1
"NHLRC2",1.5,1.5,1,1,1.5,1.5,1,2.5,1.5,1,1,0.5,1,1,1,1,2,1,1,1,1.5,0.5,1.5,1,1.5,1,0.5,1,1,1.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,2,1.5,1,1,1,1,1,0.5,1.5
"NHLRC3",2,1,1,0.5,1.5,1,0.5,1,0.5,1,0.5,0.5,1.5,2.5,0.5,1,2,1,0.5,1,0.5,0.5,1,0.5,1,2.5,1,1,0.5,1.5,1,2,0.5,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1.5,0.5,1
"NHP2",2,1.5,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"NHSL1",1.5,1.5,2,1,1,1,1,1.5,1.5,1,1,1,1,1.5,1.5,1,1.5,1,1,1,1,1.5,1,1,2,1.5,1,1,1,1,1.5,2,1,1,0.5,1,1,2,1,1.5,1,2,2,2,1.5,0.5,1,1,3,1,1
"NIBAN1",2,1.5,2,1,3.5,1.5,1,1.5,2,1,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1,1,2,3.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"NIBAN2",1,1,1.5,1.5,1,1,1.5,1.5,1.5,1,1,1.5,1.5,2,1.5,1,1,0.5,0.5,1,1,1,1,1,2.5,2,1,0.5,1,1.5,2.5,1,1,1.5,0.5,1,1,2,1,1,1,3.5,1.5,1.5,1.5,1,1,1,2,1,1
"NIBAN3",1.5,1,2.5,1,1,1.5,1,1,2,1.5,1,1,2,2,1,1,1.5,0.5,1,1,1,0.5,1,1,3,1,1,0.5,1,2,1.5,2,1.5,1.5,1,1,1,2,1,1.5,1,2,1.5,1.5,2,1,0.5,1,1,1,1
"NID1",2,1.5,2,1,2.5,2,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,1.5,1.5,1.5,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
"NIF3L1",1,1.5,2,1,2.5,1,1.5,1.5,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1.5,3,1,1,1.5,1,1.5,1.5,2,2.5,1.5,1,1,1,2,1,1.5,1,1.5,3,2.5,1.5,1.5,1,1,2,1,1.5
"NIFK",1,1.5,2,1,1.5,3.5,1,1.5,1.5,1,1,1,2.5,2,1,1,2,1,1,1,1.5,1,2,1,2,2,2,1,1,1,1.5,2,1,2,1,0.5,1,2,1,1.5,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,1.5
"NIFK-AS1",1,1.5,2,1,1.5,3.5,1,1.5,1.5,1,1,1,2.5,2,1,1,2,1,1,1,1.5,1,2,1,2,2,2,1,1,1,1.5,2,1,2,1,0.5,1,2,1,1.5,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,1.5
"NIN",1,2,1,1,2,2.5,1,1,1,1.5,0.5,1,1.5,2.5,1,0.5,2,0.5,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.5,1.5,1,1.5,1,1.5,1,1,1,1.5,2,2,1,1,1.5,1,1.5,1,1
"NINL",2,1.5,2.5,1,2,2,0.5,1.5,1.5,1.5,1,1,2,2.5,2,1,2,1.5,1,1,1,1,3.5,1,2.5,1,1,1,1,2,2,2.5,1,1.5,1,1.5,1.5,2.5,1,1.5,1,3,2,3,2,1,1.5,1.5,3,1,2
"NIP7",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,1,2,1,1,1,1,1.5,1,1.5,1,1,1,1,1,2,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2.5,0.5,1
"NIPAL1",1,1,1,0.5,1.5,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1.5,3.5,0.5,1,1,1,1,0.5,1,1.5,2,0.5,1,0.5,1,0.5,1.5,1,2,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"NIPAL2",2,3,1.5,1,2.5,3.5,1.5,1.5,2,1.5,1,1,2.5,2,1.5,1,2,1,1,1,1.5,1,2.5,1,1.5,1.5,1.5,1,1,1.5,2.5,2,1,1,1.5,1.5,1.5,2,1,1.5,1.5,2.5,1.5,2,2,1,0.5,1,2.5,1,2
"NIPAL3",1,1.5,1,1,1.5,1.5,1,1.5,2,1,1,0.5,1,1,1,0.5,1.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,2,1.5,1,1,1,1,0.5,1,1,1.5,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1.5
"NIPAL4",2,1,1,1,2,1,0.5,1.5,1.5,1,0.5,0.5,1.5,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,0.5,1,2,1,1,0.5,1,1,1,0.5,1.5
"NIPBL",3.5,2,2.5,1,2,3.5,2.5,1.5,2,3,1.5,1,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3.5,1,2.5,1,1.5,2.5,3.5,2,1.5,2.5,1.5,2.5,1.5,1,2.5,1,3.5,3.5,3.5,3,2,1,1,3,1,3.5
"NIPBL-DT",3.5,2,2.5,1,2,3.5,2.5,1.5,2,3,1.5,1,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3.5,1,2.5,1,1.5,2.5,3.5,2,1.5,2.5,1.5,2.5,1.5,1,2.5,1,3.5,3.5,3.5,3,2,1,1,3,1,3.5
"NIPSNAP1",2,1,1,1,1.5,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"NIPSNAP2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,1.5,3.5,1,1,2,2,1.5,1,1.5,2,1,1,1,0.5,3,1.5,1.5,3,1.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,3.5,1,2,2,1,2,1.5,2,1,1.5
"NIPSNAP3A",1,1,3,1.5,1,1,1,1.5,1.5,1,1,1.5,2,2,1.5,1,1,0.5,0.5,1,1,1,1,1,2.5,2,1,1,1,1.5,2.5,1,1,1.5,0.5,1,1.5,2,1,1,1,2,1.5,1.5,1.5,1,1,1,1.5,1,1
"NIPSNAP3B",1,1,3,1.5,1,1,1,1.5,1.5,1,1,1.5,2,2,1.5,1,1,0.5,0.5,1,1,1,1,1,2.5,2,1,1,1,1.5,2.5,1,1,1.5,0.5,1,1.5,2,1,1,1,2,1.5,1.5,1.5,1,1,1,1.5,1,1
"NISCH",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1.5,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"NIT1",2,1.5,2,1,3.5,1.5,1,1.5,2,1,1,1.5,2,2,1,1.5,1.5,1.5,1,1,1.5,1,2,1,2,3,1.5,1,1,2.5,3.5,2,1,2,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,2,1,1,2.5,1,1
"NIT2",2,1.5,3,1,2.5,1.5,1.5,2,1.5,2.5,1.5,2.5,2,3.5,1,1.5,2,1.5,0.5,1,1.5,1,2,1,2,3,1,1,1,1.5,3,3,1,3,1.5,2.5,1.5,3.5,1,2,1,1.5,2,2,2,2,1.5,1,2,1,1.5
"NKAIN4",1.5,1.5,2,1,2,2,1.5,2.5,1.5,3,1,1,2,2,1,1,2,0.5,1,1,1,1.5,1.5,1,1.5,1.5,1,1,1,2,2.5,1,1,1.5,1,1.5,1,1.5,1,2,1,2.5,1,2.5,2,1,1.5,1,3,1,1.5
"NKAPD1",2,0.5,1.5,1,2,2,1.5,1.5,1,1,1,0.5,1,2,1,1,1.5,1,0.5,1,1,0.5,1.5,1,1.5,1.5,1,1,1,1.5,1,1,1,1.5,0.5,1.5,1,2.5,1,1,1,0.5,1,1.5,1.5,1,1,1,2,1,1.5
"NKAPL",1.5,1,1,1,2.5,2,0.5,1.5,1.5,1,1,1,1,1,1,0.5,1.5,1,1,1,1,1,1,0.5,1,2,1,1,1,1.5,1,2,1,2,0.5,1.5,0.5,1.5,1,1,1,1,2,3,1.5,1,1,1,2.5,1,2
"NKD1",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1,1.5,2,1.5,1,1,1,1,1,0,0.5,1.5,1,2,1,1,1,1,1.5,1,1.5,1,1,1,0.5,1,1,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2,0.5,1
"NKD2",3.5,2,2.5,1.5,2,3.5,1.5,1.5,2,3,1.5,1.5,2.5,3,2,1.5,3,1.5,2,1,1,1,3.5,1,2,3,1,2.5,1,1.5,3,3.5,1.5,1,2.5,7,2.5,1.5,1,2.5,1,3.5,3.5,3,2,2,1,1,2.5,1,3.5
"NKG7",1,2,2.5,1.5,2.5,1.5,1,2.5,1,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,1.5,1,1,1.5,1,1.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,2,1,1,1.5,2.5,1,1,1,2,1,1.5
"NKILA",1.5,1.5,2,1,2,2,1.5,2.5,1.5,3,1,1,2,2,1,1,2,0.5,1,1,1,1.5,1.5,1,1,1,1,1,1,1.5,2.5,1,1,1.5,1,1.5,1,1.5,1,2,1,2.5,1,2.5,2,1,1.5,1,3,1,1.5
"NKIRAS1",1,1.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"NKIRAS2",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,2.5,1.5,1.5,2.5,1,1.5,0.5,2,1,2,1,1,1,2.5,2,1,1,1,2,1,1
"NKTR",1,0.5,1,0.5,1,1.5,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,0,1,0.5,1,1,1,0.5,1,1,1,1,0.5,1.5,1,1,0.5,1
"NKX3-1",0.5,2,1,1.5,1,1,0.5,1.5,1,1.5,1,1,1.5,1.5,1.5,0.5,1,0.5,0.5,1,1.5,0.5,1,0.5,2,0.5,0.5,0.5,1,0.5,1.5,1,1,1.5,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,1,1,0.5,0.5,1,2.5,1,2
"NLE1",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,1,3,2.5,2,1,1,1,2,1,1
"NLGN1",3.5,1.5,2,3.5,3.5,1.5,1.5,2,1.5,2.5,1.5,2,3.5,3.5,3,3,2,1.5,1.5,1,2,2,2,3,3.5,3.5,2.5,2.5,1.5,3.5,3,3.5,2,3.5,1.5,2.5,1.5,3.5,1,2.5,2,2.5,3.5,2,3.5,1.5,1.5,1,3.5,2,2
"NLGN2",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"NLK",2,1.5,2,1,2,1.5,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,0.5,1.5,2,1.5,1,0.5,2,2.5,1.5,1.5,2.5,1,1.5,1,2,1,3,0.5,1,2,2.5,2,1,1,1,2,1,1
"NLN",1,1.5,1,1,1,1,0.5,1.5,1,1,0.5,0.5,1,1,0.5,0.5,1.5,0.5,0.5,1,1,0.5,1,1,1,1,0.5,0.5,0.5,1,1,1,1,1,0.5,1.5,0.5,1,1,1,1,1,1,1,1,1,1,1,2,0.5,0.5
"NLRC3",1,1,2,1,0.5,1.5,1,1,1,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,1,1,0.5
"NLRC4",1.5,1.5,2,1.5,2,1.5,1,2,2,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1.5,1.5,3,1.5,1,1,3,2,2,1,2.5,1,1.5,1,2,1,1.5,1.5,1.5,2.5,2.5,2,1,1,1.5,2,1,1.5
"NLRC5",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1,1.5,2,1.5,1,1,1,1,1,0.5,0.5,1.5,1,2,1,1,1,1,1.5,1,1.5,1,1,1,0.5,1,1,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2,0.5,1
"NLRP1",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"NLRP14",1,1,1,1,1,1,0.5,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,0.5,1.5,2,1.5,1.5,1,1.5,1,1.5,1,1
"NLRP2",1,2,2.5,1.5,2.5,1.5,1,3.5,1.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,3,0.5,1.5,1,1,1.5,1,1.5,1.5,2,1.5,2,1,1.5,1,2,1,1.5,2,1,1,1.5,2.5,1,1,1,2,1,1.5
"NLRP3",2,1.5,2,1,2,2,1,2,2,1.5,1,1,2,2,1,1.5,1.5,1.5,1,1,2,1,2,1,2,1.5,1.5,1.5,1,2,1.5,2,1.5,1.5,1,1.5,1,2,1,2.5,1,1.5,1.5,2,1.5,1,1,1,2.5,1,1
